Book Name,OPN,CON,EXT,AGR,NEU,Clusters
Data Compression Book (Paperback),4.085948334,3.342147064,3.092685852,3.562175952,2.52577738,0
Thinking Recursively (Paperback),3.992590801,3.399878465,3.153637645,3.505989814,2.527692532,0
Algorithmic Game Theory (Hardcover),4.19700066,3.530671636,3.22381591,3.512334165,2.701719817,18
A Discipline of Programming (Paperback),4.216354785,3.42760071,3.198068903,3.612718655,2.679704547,25
Algorithms of the Intelligent Web (Paperback),4.240130877,3.407559647,3.280989956,3.741902945,2.546624065,10
Algorithms: A Functional Programming Approach (Paperback),4.091407062,3.220663459,3.344682229,3.429431274,2.645193098,29
Code (Paperback),4.211234849,3.425735141,3.255276033,3.657724582,2.612154756,26
Introduction to the Theory of Computation (Hardcover),4.194639628,3.371986723,3.226636207,3.673505401,2.640488686,10
More Programming Pearls: Confessions of a Coder (Paperback),4.008839679,3.337735267,3.284330374,3.759614972,2.870062439,5
A Human's Guide to Machine Intelligence: How Algorithms Are Shaping Our Lives and How We Can Stay in Control (Hardcover),4.165851038,3.48209039,3.178629554,3.613823299,2.584646284,18
The Most Human Human: What Talking with Computers Teaches Us About What It Means to Be Alive (Hardcover),4.274999059,3.590796694,3.257336037,3.589553582,2.538838641,3
"Automating Inequality: How High-Tech Tools Profile, Police, and Punish the Poor (Hardcover)",4.138909645,3.516363292,3.324123737,3.573932326,2.553501228,7
The Nature of Computation (Hardcover),4.094486575,3.382133015,3.35319455,3.74065068,2.471527833,1
"The Golden Ticket: P, Np, and the Search for the Impossible (Hardcover)",4.191904017,3.447434692,3.243852418,3.564409531,2.451490974,2
Once Upon an Algorithm: How Stories Explain Computing (Hardcover),4.166873739,3.383391803,3.182888033,3.536460739,2.652810708,9
"The CS Detective: An Algorithmic Tale of Crime, Conspiracy, and Computation (Paperback)",4.219089086,3.458868436,3.214126676,3.651132859,2.609224185,10
Mathematics for Computer Science (ebook),4.265250184,3.193148909,3.234239732,3.629141252,2.61139407,25
Google's Pagerank and Beyond: The Science of Search Engine Rankings (Hardcover),4.108541539,3.307594072,3.26761063,3.664755518,2.72279826,5
"Superintelligence: Paths, Dangers, Strategies (Hardcover)",4.226048143,3.455180865,3.17731348,3.593557169,2.434124323,2
Algorithms on Strings (Hardcover),4.219600827,3.60590543,3.437667584,3.707392972,2.373203561,14
Graph Theory (Paperback),4.189774724,3.391554871,3.013381493,3.622300276,2.72445142,8
Probability and Computing: Randomized Algorithms and Probabilistic Analysis (Hardcover),4.154010581,3.432823409,3.302955432,3.618635359,2.554295535,0
Ensemble Methods: Foundations and Algorithms (Hardcover),4.168643053,3.439456223,3.166457518,3.290840569,2.649989187,27
Super Crunchers: Why Thinking-By-Numbers Is the New Way to Be Smart (Hardcover),4.104160835,3.46723289,3.278619629,3.531774495,2.574712088,15
Rise of the Robots: Technology and the Threat of a Jobless Future (Hardcover),4.080968052,3.515028895,3.42172129,3.58284495,2.41499741,21
Data Structures and Abstractions with Java (Hardcover),4.171463385,3.389510039,3.256467688,3.545815472,2.597227545,9
"The Art of Computer Programming, Volume 1, Fascicle 1: MMIX -- A RISC Computer for the New Millennium (Paperback)",4.304988059,3.320001049,3.301799646,3.56995726,2.781354708,6
Data Structure and Algorithmic Thinking with Python (Paperback),4.316543956,2.975177283,2.814814715,3.746650333,2.8396522,8
Jewels of Stringology: Text Algorithms (Paperback),4.029542297,3.21634452,3.162767863,3.590004266,2.84917396,8
Foundations of Multidimensional and Metric Data Structures (Hardcover),4.179680216,3.222816612,2.98801261,3.670387337,2.840829038,8
"Networks, Crowds, and Markets: Reasoning about a Highly Connected World (Hardcover)",4.202426117,3.457980875,3.197581467,3.701291158,2.598883325,18
Data Structures and Algorithms Made Easy in Java: 700 Data Structure and Algorithmic Puzzles (Paperback),4.2193755,3.510122938,3.41312028,3.754309238,2.544653171,1
Machine Learning: The Art and Science of Algorithms That Make Sense of Data (ebook),4.179588414,3.448306972,3.261106486,3.546211799,2.633571705,9
Think Like a Programmer: An Introduction to Creative Problem Solving (Paperback),4.139508703,3.420171982,3.235042989,3.63659867,2.603690786,25
Machine Learning: A Probabilistic Perspective (Hardcover),4.264508851,3.522127728,3.208899116,3.559161991,2.589565296,18
How to Solve It: Modern Heuristics (Hardcover),4.172529159,3.306721676,3.186167478,3.630842649,2.732985932,6
Data Mining: Practical Machine Learning Tools and Techniques (Paperback),4.17436896,3.414965338,3.244413239,3.58770282,2.617399368,9
"The Art of Computer Programming, Volume 4, Fascicle 3: Generating All Combinations and Partitions (Paperback)",4.121399195,3.469084853,3.174530145,3.39793253,2.529893674,27
Probably Approximately Correct: Nature's Algorithms for Learning and Prospering in a Complex World (Hardcover),4.241885698,3.480961605,3.275271743,3.631825257,2.556595638,10
"Multiagent Systems: Algorithmic, Game-Theoretic, and Logical Foundations (Hardcover)",4.278104284,3.496220184,3.602631009,3.466315136,2.324128664,20
"The Computational Beauty of Nature: Computer Explorations of Fractals, Chaos, Complex Systems, and Adaptation (Paperback)",4.189265085,3.408828901,3.100699398,3.553322808,2.710436234,8
Machine Learning (Paperback),4.195356963,3.463149355,3.237596844,3.573957852,2.624866553,0
Combinatorial Optimization: Algorithms and Complexity (Paperback),4.184701847,3.551632996,3.266394125,3.610089717,2.500818787,3
Data Structures Using C and C++ (Paperback),4.111769719,3.278735775,3.133943283,3.484051664,2.746447248,8
Data Structures and Algorithm Analysis in C (Paperback),4.171224964,3.454920931,3.154061251,3.685356563,2.736145998,6
Algorithms in C++ (Hardcover),4.292602292,3.303052289,3.297170803,3.51862532,2.455066326,22
How Not to Be Wrong: The Power of Mathematical Thinking (Hardcover),4.132579939,3.475698633,3.241457558,3.570946205,2.597902151,9
Machine Learning for Hackers (Paperback),4.192420254,3.492208076,3.220327673,3.587982459,2.578839436,18
Rationality: From AI to Zombies (Kindle Edition),4.200889573,3.453256807,3.190925035,3.590286628,2.569661463,18
Design Patterns: Elements of Reusable Object-Oriented Software (Hardcover),4.152548189,3.371624177,3.245427253,3.606128065,2.64245697,25
Problem Solving 101: A Simple Book for Smart People (Hardcover),4.125363332,3.467057566,3.211899826,3.489954116,2.544714413,0
Invisible Women: Data Bias in a World Designed for Men (Hardcover),4.084009618,3.53888446,3.351142687,3.586429108,2.516991589,7
Software Architectâ€™s Handbook: Become a successful software architect by implementing effective architecture concepts (Kindle Edition),4.189905437,3.459863145,3.298469028,3.597031557,2.492063594,2
"Opal (Lux, #3)",4.169598806,3.421300877,3.348268398,3.634959745,2.685298833,29
"Origin (Lux, #4)",4.158889078,3.375975933,3.379891302,3.655613713,2.632408063,17
"The Infinite Sea (The 5th Wave, #2)",4.18406371,3.371157214,3.42164236,3.699909249,2.632240882,17
"Alienated (Alienated, #1)",4.11685417,3.409177868,3.360707171,3.614248718,2.70171815,17
"The Rise of Nine (Lorien Legacies, #3)",4.120099442,3.391017709,3.339104806,3.669091607,2.616176019,13
"The Last Star (The 5th Wave, #3)",4.214692496,3.411740238,3.414541273,3.70141736,2.687852788,17
"These Broken Stars (Starbound, #1)",4.147862695,3.410812538,3.406658588,3.608512179,2.641017515,11
"Ral's Woman (Zorn Warriors, #1)",4.1163352,3.441179469,3.39934815,3.63875052,2.623930913,7
"The Fall of Five (Lorien Legacies, #4)",4.175300137,3.373743023,3.383681325,3.710267606,2.587431918,22
"Grim (Tornians, #1)",4.108890396,3.512482551,3.380947706,3.636406157,2.675476353,23
"Gravity (The Taking, #1)",4.141837068,3.388080674,3.523974442,3.618371947,2.539241268,12
"Awaken Me Darkly (Alien Huntress, #1)",4.145977145,3.432963743,3.345076038,3.574043135,2.703507268,11
"Barbarian Mine (Ice Planet Barbarians, #4)",4.12812734,3.463343058,3.380303829,3.637676529,2.700248302,11
"The Revenge of Seven (Lorien Legacies, #5)",4.153081784,3.334108658,3.341227526,3.613320538,2.656313184,29
"Accidental Abduction (Alien Abduction, #1)",4.15369593,3.462190574,3.364008694,3.583956427,2.729228022,11
"Invaded (Alienated, #2)",4.152397784,3.453355015,3.390516299,3.577931738,2.631967097,7
The Last Hour of Gann (Kindle Edition),4.20851869,3.426354738,3.357767851,3.745975606,2.680228539,13
"Close Liaisons (The Krinar Chronicles, #1)",4.114698314,3.444935377,3.353387472,3.542387601,2.68735588,11
Oblivion (Lux #1.5),4.133479886,3.482924925,3.298396462,3.659585684,2.691217905,6
"Venomous (Alien Warrior, #1)",4.182515365,3.418142284,3.420087922,3.631988759,2.603717999,17
"Abducting Abby (Dragon Lords of Valdier, #1)",4.162412571,3.411346571,3.36008932,3.644195653,2.612895105,22
"Kidnapping Casey (Zorn Warriors, #2)",4.141512872,3.415816452,3.365145365,3.613895022,2.69578875,17
"Speaker for the Dead (Ender's Saga, #2)",4.24009957,3.480440629,3.428527242,3.575204443,2.490203242,2
Armada (Hardcover),4.130474597,3.445017328,3.382701726,3.61417478,2.531927495,7
"Touched by an Alien (Katherine ""Kitty"" Katt, #1)",4.069852742,3.36817222,3.300283527,3.522246938,2.771306726,11
"Barbarian's Mate (Ice Planet Barbarians, #6)",4.170446049,3.415964621,3.385566727,3.646367805,2.678471707,17
"The Fate of Ten (Lorien Legacies, #6)",4.139156072,3.333595336,3.275125318,3.659303302,2.670393149,5
"Ultraviolet (Ultraviolet, #1)",4.202593222,3.433008592,3.395726728,3.633523371,2.616749123,22
Born of Night (The League: Nemesis Rising #1),4.16605753,3.379729553,3.359485104,3.574017815,2.667673324,29
"The Taking (The Taking, #1)",4.030768994,3.494487111,3.39423813,3.604514547,2.654527184,17
"Sought (Brides of the Kindred, #3)",4.110320295,3.432151909,3.441103978,3.641017546,2.642584475,17
Fortune's Pawn (Paradox #1),4.150414543,3.411427431,3.419408588,3.582886973,2.61651274,11
"The Cage (The Cage, #1)",4.204275308,3.400162456,3.482124936,3.6642288,2.600972833,17
"Grabbed by Vicious (Grabbed, #1)",4.153054763,3.465955255,3.442201719,3.609925575,2.591429794,22
"Berrr's Vow (Zorn Warriors, #4)",4.141799294,3.48455811,3.418481044,3.664595816,2.681132048,23
"Found (Brides of the Kindred, #4)",4.138725732,3.459028197,3.429759319,3.597662232,2.713407529,11
"Tempting Rever (Zorn Warriors, #3)",4.186926381,3.460546635,3.432487902,3.720733076,2.579801395,12
"United as One (Lorien Legacies, #7)",4.210732728,3.366080322,3.375971708,3.687289126,2.569189418,22
"Rush (The Game, #1)",4.170950541,3.377964372,3.395751733,3.686042795,2.634574097,13
"Enslave Me Sweetly (Alien Huntress, #2)",4.150482995,3.451856442,3.421087965,3.548663347,2.640846117,7
"Ice Planet Holiday (Ice Planet Barbarians, #4.5)",4.146090138,3.38589541,3.324346698,3.658088377,2.725587905,5
"Seduce the Darkness (Alien Huntress, #4)",4.066466607,3.4765873,3.330800469,3.521657886,2.765926437,11
"Dark Horse (Class 5, #1)",4.145961146,3.542385958,3.412873414,3.601190339,2.592780028,12
"The Demon's Possession (Shadow Quest, #1)",4.167141924,3.400942761,3.306631842,3.562793515,2.671506184,9
"Barbarian's Taming (Ice Planet Barbarians, #8)",4.076066393,3.597337887,3.444031944,3.611644096,2.656222175,23
"Ecstasy in Darkness (Alien Huntress, #5)",4.142618781,3.441852639,3.378157245,3.658767093,2.740155019,17
Dreamcatcher (Paperback),4.205411238,3.348731654,3.328736504,3.561116033,2.588326282,15
"Grimspace (Sirantha Jax, #1)",4.180008609,3.377267284,3.378046133,3.605703042,2.600657479,22
"Shield (New World, #1)",4.115200128,3.40454246,3.344589618,3.588550698,2.666123711,7
"Alien Mate (Alien Mate, #1)",4.127537401,3.460002341,3.378963779,3.551673576,2.644114924,7
"Under Different Stars (Kricket, #1)",4.187982796,3.555904344,3.450959886,3.612339327,2.59608639,12
"In the After (In the After, #1)",4.193887477,3.372097017,3.352600794,3.603769048,2.673076797,29
"Waking Gods (Themis Files, #2)",4.181233315,3.315868697,3.338710517,3.664270882,2.66208268,17
"Savor Me Slowly (Alien Huntress, #3)",4.119460955,3.36584138,3.324735621,3.659633679,2.686720793,5
"Xenocide (Ender's Saga, #3)",4.184388671,3.405050844,3.475700214,3.582226678,2.538645061,12
Cottonwood (Kindle Edition),4.183531575,3.466990138,3.416334211,3.705744008,2.586285487,12
"The Melier (Women of Dor Nye, #1)",4.187765296,3.364464596,3.435093789,3.641276906,2.680017846,17
"The Corsair's Captive (Corsairs, #1)",4.148129098,3.450401609,3.33105531,3.570925642,2.62114354,7
"Last Kiss Goodnight (Otherworld Assassin, #1)",4.102398299,3.4514899,3.43434045,3.550247023,2.601569058,7
"The Sparrow (The Sparrow, #1)",4.239898535,3.453797598,3.333690314,3.56916726,2.567026014,15
"This Shattered World (Starbound, #2)",4.170578521,3.508540809,3.459450878,3.665516992,2.546239745,14
"Capturing Cara (Dragon Lords of Valdier, #2)",4.149680019,3.448496853,3.371410004,3.677914841,2.646410639,23
"The Dangerous Days of Daniel X (Daniel X, #1)",4.186674373,3.373375502,3.287747167,3.692303575,2.761048839,5
"Captured (Warriors of Hir,  #1)",4.153655223,3.464203938,3.376530236,3.584620681,2.725877522,11
"Revealed (Brides of the Kindred, #5)",4.173699801,3.346620341,3.349816613,3.606533226,2.697230016,17
"Abducted (Alien Mate Index, #1)",4.117593565,3.409860797,3.489454938,3.557526559,2.655899673,17
"Barbarian's Redemption (Ice Planet Barbarians, #12)",4.097826196,3.444729896,3.402858024,3.623416489,2.659716326,17
"Barbarian's Choice (Ice Planet Barbarians, #11)",4.11497741,3.476118385,3.376987558,3.578107413,2.687289624,11
Planet X (ebook),4.174941566,3.369793227,3.257874213,3.610201405,2.686010424,6
"Nikhil (Kaliszians, #1)",4.12912915,3.462472036,3.428890448,3.564166673,2.686674332,11
"Wray (Tornians, #2)",4.11140731,3.500201158,3.411211637,3.548909584,2.765627338,11
"Ynyr (Tornians, #3)",4.146755063,3.445024252,3.422967244,3.597571817,2.637086697,23
"Choosing Riley (Sarafin Warriors, #1)",4.122856574,3.418767413,3.405568469,3.672907758,2.636814127,23
"Rendezvous with Rama (Rama, #1)",4.254960713,3.442449455,3.33905422,3.624011612,2.553214428,2
The True Meaning of Smekday (Hardcover),4.107746959,3.465171179,3.197494695,3.604586967,2.739354631,6
"Torkel's Chosen (A World Beyond, #1)",4.148194683,3.431793366,3.371418503,3.569583405,2.657935634,11
"Hover (The Taking, #2)",4.17108909,3.401819935,3.51418825,3.635775588,2.519860402,12
"Shades of Earth (Across the Universe, #3)",4.1862248,3.425888325,3.371639052,3.580484638,2.632779047,22
"Icons (Icons, #1)",4.202670065,3.351105483,3.328992702,3.564595064,2.712513546,29
"Alien Embrace (Clans of Kalquor, #1)",4.144966175,3.430770493,3.412585103,3.531515182,2.624115221,7
"Intentional Abduction (Alien Abduction, #2)",4.200527831,3.441103167,3.231705159,3.604628606,2.743385838,6
"The Invasion (Animorphs, #1)",4.113163958,3.398940336,3.313909421,3.638987266,2.71003066,13
"Ha'ven's Song (Curizan Warriors, #1)",4.183509075,3.403195701,3.351412435,3.668334364,2.588227279,22
Heat (Kindle Edition),4.189872253,3.475756731,3.438881972,3.664652394,2.558768445,14
Starship Troopers (Mass Market Paperback),4.171714254,3.571650273,3.409846714,3.547809943,2.463992177,21
"A Closed and Common Orbit (Wayfarers, #2)",4.20128261,3.364091787,3.271011133,3.52483503,2.613410095,9
"Close Obsession (The Krinar Chronicles, #2)",4.142988003,3.475480141,3.395335899,3.575330829,2.663188009,11
"Rescued by an Alien (Stolen by an Alien, #2)",4.107342433,3.433001659,3.349273396,3.574390476,2.72797532,11
"Barbarian's Rescue (Ice Planet Barbarians, #14)",4.075338415,3.365292624,3.314881438,3.677953282,2.641334539,5
"Midnight City (Conquered Earth, #1)",4.189125462,3.467911973,3.434943925,3.605065225,2.606897796,12
"Alien Tango (Katherine ""Kitty"" Katt, #2)",4.079688223,3.379813215,3.30273542,3.491403541,2.828470127,11
"Willa's Beast (Icehome, #3)",4.068240528,3.461127488,3.253907228,3.546071829,2.672207342,25
"The Forever War (The Forever War, #1)",4.203973574,3.607275951,3.42676436,3.515446154,2.419755337,24
"Broken Skies (Broken Skies, #1)",4.220468369,3.500426293,3.475050583,3.649780917,2.56831844,14
"Whispers in Autumn (The Last Year, #1)",4.216888892,3.467458877,3.409036378,3.63673146,2.55997628,22
Embassytown (Hardcover),4.210554265,3.453578594,3.214777062,3.574676519,2.623106963,0
"Burning Up Flint (Cyborg Seduction, #1)",4.106379208,3.419758614,3.465478154,3.610091305,2.629715983,17
"Demon's Captive (War Tribe, #1)",4.17270486,3.460852153,3.401850673,3.584746912,2.596070958,7
Contact (Mass Market Paperback),4.249128954,3.539812845,3.365198808,3.577474758,2.509465547,2
"Honor's Knight (Paradox, #2)",4.158753839,3.386501631,3.449800134,3.559700557,2.601870812,11
"The Empress' New Clothes (Trek Mi Q'an, #1)",4.141858138,3.448597014,3.432759858,3.558981763,2.629710831,7
Fuzzy Nation (Hardcover),4.174393362,3.388215154,3.291931787,3.574676657,2.626856649,9
"Brianna (Celestial Passions, #1)",4.1876711,3.368313468,3.376937172,3.575847192,2.676896213,29
"Gron's Fated (Ruth &amp; Gron, #2)",4.189676694,3.416078422,3.327811891,3.642409734,2.683605622,29
Zuri's Zargonnii Warrior (Unearthly World #2),4.153127357,3.41783577,3.326065899,3.651264055,2.690270992,13
"Chained (Brides of the Kindred, #9)",4.138445871,3.368284187,3.349127527,3.62201984,2.712022474,29
"Abducting Alice (Warriors of Kelon, #1)",4.174536686,3.412414627,3.384589912,3.568030607,2.644431385,22
"Only Human (Themis Files, #3)",4.188519767,3.440639259,3.301629825,3.567737545,2.606305464,15
"Dark Planet Falling (Dark Planet Warriors, #2)",4.162033984,3.4654012,3.342650956,3.607722349,2.638290327,23
"Their Fractured Light (Starbound, #3)",4.154641898,3.414905183,3.318913935,3.6171988,2.650947632,29
"Having the Barbarian's Baby (Ice Planet Barbarians, #6.5)",4.106131239,3.411122275,3.478151398,3.523629864,2.768934453,17
"United (Alienated, #3)",4.098722646,3.418852294,3.354993207,3.571764832,2.649172055,7
"Caught by Menace (Grabbed, #2)",4.103271232,3.43040662,3.452043857,3.578089388,2.658110213,17
"Tracking Trisha (Dragon Lords of Valdier, #3)",4.162221279,3.503572382,3.444240404,3.661502396,2.567001057,14
"Pursued (Brides of the Kindred, #6)",4.153488672,3.407763658,3.374835343,3.589325574,2.719319317,17
"Nine's Legacy (Lorien Legacies: The Lost Files, #2)",4.210643569,3.434603859,3.311370053,3.602010913,2.664475582,9
"Dual Abduction (Alien Abduction, #3)",4.156609218,3.4379261,3.364710149,3.608111221,2.731905206,17
Starkissed (Paperback),4.125246263,3.50094956,3.457103334,3.53671328,2.637477311,7
Born of Fire (The League: Nemesis Rising  #2),4.151323882,3.376777564,3.376571186,3.636100613,2.686287499,17
"Close Remembrance (The Krinar Chronicles, #3)",4.162543248,3.461357275,3.333754307,3.66614199,2.658851034,13
"Gracie's Touch (Zion Warriors, #1)",4.133162264,3.432436102,3.393228765,3.596636617,2.602864406,22
"Treyvon (Kaliszian, #2)",4.130411584,3.387074108,3.350551086,3.718145114,2.678486628,5
"Until Midnight (Alienated, #1.5)",4.05495719,3.487709279,3.429052926,3.641213769,2.667087207,17
"Barbarian Prince (Dragon Lords, #1)",4.100490384,3.439964772,3.369367942,3.570129763,2.6509418,7
"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",4.130198377,3.398743089,3.283715171,3.530215297,2.659219756,9
"Razor's Traitorous Heart (The Alliance, #2)",4.16832591,3.429965941,3.433608696,3.670921528,2.600287245,17
Bone Rider (ebook),4.188848276,3.58287654,3.417500689,3.562461354,2.493929292,21
"Exiled (Brides of the Kindred, #7)",4.134374689,3.394563833,3.384034297,3.648157395,2.714878099,17
"Shadowed (Brides of the Kindred,  #8)",4.148342872,3.461169301,3.453978699,3.644660891,2.653442421,17
"Ringworld (Ringworld, #1)",4.252561896,3.484809789,3.39294675,3.549039364,2.53296017,2
"A Fire Upon the Deep (Zones of Thought, #1)",4.23094782,3.426204986,3.352750059,3.531665681,2.593120993,15
Sphere (Paperback),4.147515604,3.43660326,3.371127293,3.571630118,2.571038997,7
"Ender's Shadow (The Shadow Series, #1)",4.07662016,3.583667179,3.478106097,3.559755813,2.585631517,21
"The Seeker (The Host, #2)",4.156294491,3.371863985,3.372674664,3.674923423,2.691892515,13
"The Melier: Home World (Women of Dor Nye, #2)",4.123398624,3.409139708,3.37487696,3.637233534,2.719221615,17
"First World (Walker Saga, #1)",4.200398105,3.4301216,3.404025351,3.613326126,2.603288347,22
"Black and Blue (Otherworld Assassin, #2)",4.109268018,3.364717352,3.339568508,3.648463392,2.680934928,5
"The Ninth Orb (Interstellar, #2)",4.187929863,3.415283146,3.351223699,3.589057981,2.686879979,29
"Dagger's Hope (The Alliance, #3)",4.193930418,3.436687021,3.359952927,3.728991421,2.619448973,1
"Mated (3013, #1)",4.140656684,3.444771926,3.388888172,3.565115506,2.658584863,11
"Saved by Venom (Grabbed, #3)",4.11305123,3.408368241,3.381277409,3.599681117,2.654480998,11
"The Lives of Tao (Tao, #1)",4.19800165,3.435160813,3.375746371,3.55870435,2.551565095,15
"Consequences: Opal &amp; Origin (Lux, #3-4)",4.073438418,3.396123842,3.264496026,3.650810277,2.717830009,6
Exiled (Immortal Essence #1),4.172309303,3.432519167,3.377408292,3.633387745,2.665368365,17
"Alien in the Family (Katherine ""Kitty"" Katt, #3)",4.05351672,3.359364271,3.317163873,3.498233857,2.828839946,11
"Saga, Vol. 6 (Paperback)",4.18720589,3.407024786,3.336381289,3.626039741,2.552717074,22
"The Search for Sam (Lorien Legacies: The Lost Files, #4)",4.186964711,3.461856587,3.344803625,3.615039218,2.590891039,7
"The Fallen Legacies (Lorien Legacies: The Lost Files, #3)",4.201333891,3.44560299,3.268464631,3.581412831,2.642301919,9
Alien Overnight (Aliens Overnight #1),4.112166508,3.443027542,3.421883239,3.583688903,2.647071331,17
"Red Handed (Young Adult Alien Huntress, #1)",4.096109978,3.518228287,3.381557204,3.676981466,2.688821221,23
"Protected (Alien Mate Index, #2)",4.165426207,3.438250976,3.480090932,3.591090632,2.670607477,17
"Dark Deeds (Class 5, #2)",4.107373517,3.465646587,3.378625015,3.618336066,2.638725085,7
"The Dark Forest (Remembrance of Earthâ€™s Past, #2)",4.275403564,3.517218183,3.29654621,3.628624662,2.479072606,2
"Mercenary Abduction (Alien Abduction, #4)",4.199566694,3.485532468,3.263046594,3.621890277,2.729587183,6
"Born of Ice (The League: Nemesis Rising #3, The League: Nemesis Legacy #2)",4.143875058,3.38890847,3.356746077,3.607350823,2.740426453,17
"Wanderlust (Sirantha Jax, #2)",4.197236824,3.394559648,3.454941729,3.615405976,2.583784529,22
"Twin Dragons (Dragon Lords of Valdier, #7)",4.14947413,3.379354365,3.369784886,3.690658905,2.658400686,13
"Armor (New World, #2)",4.195222815,3.473661376,3.462078518,3.595551806,2.62698213,12
"Sea of Stars (Kricket, #2)",4.204150785,3.498903417,3.411036169,3.632274128,2.611794039,12
"Collide (Collide, #1)",4.219607046,3.467603437,3.446200284,3.628119133,2.675852357,12
"The Replaced (The Taking, #2)",4.076642494,3.334831065,3.404437024,3.606678722,2.657403835,17
The Experiment  (Saving Caeorleia #1),4.164129962,3.45011286,3.272975949,3.560904507,2.636214734,9
"Alien, Mine (Alien, Mine Series, #1)",4.17365444,3.435121377,3.366148898,3.578185473,2.59912608,22
"Cornering Carmen (Dragon Lords of Valdier, #5)",4.129726652,3.430827282,3.350027393,3.619851908,2.685490292,11
Born of Shadows (The League: Nemesis Rising #4),4.150790888,3.411398262,3.407011221,3.591185042,2.652240384,11
The Best of All Possible Worlds (Hardcover),4.231203863,3.449584592,3.401672267,3.518564789,2.558225868,15
Agent to the Stars (Hardcover),4.148029167,3.465045109,3.303659529,3.642058439,2.58525401,7
"Calm (Ice Planet Barbarians, #7.5)",4.11576686,3.478905698,3.365814085,3.601590138,2.659890302,7
"Merrick's Maiden (Cosmos' Gateway, #5)",4.117573708,3.429395063,3.437004313,3.635299065,2.651590251,17
Ja-Rael's Lioness (Paperback),4.153122936,3.466928941,3.37067775,3.553444397,2.705246866,11
"Leviathan (Leviathan, #1)",4.190581518,3.45934227,3.3180354,3.5961696,2.554840891,15
Fatherland (Paperback),4.13403233,3.564766811,3.329988169,3.597505775,2.423141689,4
The Years of Rice and Salt (Mass Market Paperback),4.237511118,3.490689263,3.36384461,3.561101891,2.527846453,2
"Empire of Ivory (Temeraire, #4)",4.156627816,3.350986702,3.358002793,3.626149071,2.645618891,29
"The Calculating Stars (Lady Astronaut, #1)",4.143232318,3.483204704,3.417505115,3.611561617,2.550481364,7
"Behemoth (Leviathan, #2)",4.173325399,3.446889181,3.42134471,3.62765366,2.56036015,7
"Farthing (Small Change, #1)",4.233877179,3.437379551,3.339988496,3.603220629,2.506872725,15
"Boneshaker (The Clockwork Century, #1)",4.246621882,3.356549765,3.338397248,3.6225343,2.685242296,29
"How Few Remain (Timeline-191, #1)",4.160917565,3.515864762,3.431829522,3.524518724,2.414572199,2
"In the Balance (Worldwar, #1)",4.170430057,3.499330634,3.362843447,3.538501406,2.495422769,7
"Wolf by Wolf (Wolf by Wolf, #1)",4.171374549,3.40135902,3.287781481,3.613520521,2.644353527,9
"American Front (The Great War, #1)",4.242781621,3.531107981,3.378260784,3.608688601,2.516280769,28
"Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1)",4.123110656,3.382514429,3.321147132,3.55706935,2.668294238,29
"Goliath (Leviathan, #3)",4.185348778,3.453283936,3.421966726,3.585919205,2.532372936,7
1633 (Paperback),4.146111338,3.456275645,3.349255939,3.596082145,2.533876365,7
"River of Teeth (River of Teeth, #1)",4.156990591,3.362014612,3.33669013,3.548135497,2.604166282,29
"Tongues of Serpents (Temeraire, #6)",4.124040465,3.317184053,3.360608112,3.619332337,2.613438294,29
"Island in the Sea of Time (Nantucket, #1)",4.118837438,3.380375887,3.381408023,3.613013299,2.577403581,22
"Walk in Hell (Great War, #2)",4.179680022,3.461559544,3.410195352,3.548199873,2.529917498,15
"Tilting the Balance (Worldwar, #2)",4.188293445,3.454715697,3.406434928,3.518998595,2.559420997,15
"Breakthroughs (The Great War, #3)",4.167927485,3.480245126,3.387681328,3.543489554,2.486230596,7
"Crucible of Gold (Temeraire, #7)",4.186008676,3.388151304,3.34576665,3.594603074,2.578313073,22
"Blood &amp; Iron (American Empire, #1)",4.149236665,3.472036598,3.382442708,3.51459553,2.502280319,7
"Upsetting the Balance (Worldwar, #3)",4.183135372,3.434904733,3.369669114,3.512872358,2.626804024,7
"Striking the Balance (Worldwar, #4)",4.238929175,3.410218813,3.352917497,3.589804103,2.58182226,15
"The Center Cannot Hold (American Empire, #2)",4.145220057,3.464356691,3.442029706,3.533937826,2.543012404,7
"1634: The Galileo Affair (Assiti Shards, #3)",4.164875947,3.481900947,3.331862552,3.540232255,2.567869936,7
The Difference Engine  (Paperback),4.252053504,3.434163037,3.334965362,3.54706613,2.575676022,15
"Return Engagement (Settling Accounts, #1)",4.138017516,3.504410504,3.399605084,3.549869104,2.496534153,7
"Anno Dracula (Anno Dracula, #1)",4.166805901,3.416476342,3.393427705,3.578084229,2.576043755,7
"Drive to the East (Settling Accounts, #2)",4.151987819,3.481944422,3.390377606,3.561061688,2.485825579,7
"The Victorious Opposition (American Empire, #3)",4.126808998,3.470059727,3.350841405,3.527124073,2.529683426,7
"Bitter Seeds (The Milkweed Triptych, #1)",4.187447844,3.419952936,3.28346607,3.502156516,2.597203119,9
"The Grapple (Settling Accounts, #3)",4.146636492,3.510171689,3.332873502,3.584160121,2.580066817,7
"Second Contact (Colonization, #1)",4.161232543,3.44751105,3.324459106,3.517359171,2.615034407,15
