Book Name,OPN,CON,EXT,AGR,NEU,Clusters
Sakuteiki Visions of the Japanese Garden: A Modern Translation of Japan's Gardening Classic (Hardcover),4.180785717,3.493932265,3.326514523,3.574482279,2.56118408,2
Domesday Book: A Complete Translation (Paperback),4.064445831,3.441642922,3.270451853,3.614784881,2.555573697,0
Cur Deus Homo (Paperback),4.244633484,3.498712015,3.377947906,3.671216911,2.456733215,28
The Voyage of Saint Brendan: Journey to the Promised Land (Paperback),4.211900533,3.569214665,3.276599763,3.611490384,2.557139354,3
She-Wolves: The Women Who Ruled England Before Elizabeth (Hardcover),4.206013392,3.499813892,3.332663935,3.62193868,2.528335518,2
The Tale of Genji: Legends and Paintings (Hardcover),4.238749046,3.568500063,3.180119964,3.588030249,2.631624269,3
"Infidel Kings and Unholy Warriors: Faith, Power, and Violence in the Age of Crusade and Jihad (Hardcover)",4.201283899,3.463182168,3.286076028,3.5793054,2.589918585,26
The Crusades: The Authoritative History of the War for the Holy Land (Hardcover),4.178604754,3.521048932,3.321775592,3.505475439,2.468510931,4
Death Riddle (Kindle Edition),4.212843018,3.332184676,3.182915672,3.468333812,2.648410716,9
Magna Carta: The Birth of Liberty (Hardcover),4.160287542,3.485563627,3.342135755,3.605811598,2.412909212,2
The Crusades: A History From Beginning to End (Kindle Edition),4.161069979,3.487568783,3.268280917,3.618666292,2.543021335,0
Mar de fuego (Paperback),4.502783695,3.501221565,3.400093476,3.693694964,2.4930376,28
Duchess of Aquitaine: A Novel of Eleanor (Paperback),4.218205193,3.446873006,3.248154874,3.537749007,2.592271862,0
"Vinland Saga, Volume 3: A Bloody Coming of Age (Kindle Edition)",4.247426812,3.477351716,3.38643077,3.544622121,2.545416498,2
"Blind Allegiance (Blind, 1)",4.189585033,3.486816368,3.305313046,3.556395626,2.589276276,7
The Firedrake (Paperback),4.279201212,3.605773039,3.382934842,3.575194149,2.436056594,28
Brief Lives of the English Monarchs: From William the Conqueror to Elizabeth II (Paperback),4.091048556,3.471440233,3.186129271,3.772726905,2.594360859,0
Matilda of Scotland: A Study in Medieval Queenship (Hardcover),4.331890008,3.53971966,3.21520706,3.738116199,2.586510765,10
"Promise of the Rose (deWarenne Dynasty, #2)",4.171803355,3.465437181,3.359414691,3.629997796,2.672256282,23
Ø±Ø³ØªÙ… Ùˆ Ø³Ù‡Ø±Ø§Ø¨ Ø§Ø² Ø´Ø§Ù‡Ù†Ø§Ù…Ù‡Ù” Ù�Ø±Ø¯ÙˆØ³ÛŒ (Paperback),4.203149793,3.765826746,3.000376434,3.258469148,2.572252032,27
The Alexiad (Paperback),4.263320499,3.582967009,3.370343498,3.618389096,2.544298392,16
"Black Arrow (Sugawara Akitada, #3)",4.171180649,3.45365221,3.27359325,3.563833817,2.620902149,9
Ivanhoe (Paperback),4.236605812,3.432512918,3.367493134,3.581515222,2.561895549,15
The Lais of Marie de France (Paperback),4.219363171,3.466046862,3.278316903,3.640235631,2.594768272,10
"The Tea Rose (The Tea Rose, #1)",4.23474166,3.447136067,3.408477858,3.641703893,2.693839194,23
Macbeth: The Graphic Novel (Original Text),4.204839382,3.368213315,3.295851559,3.629904528,2.528973585,22
"Wild Wind (Perigueux Family #2; Lords of Conquest, #4)",4.086890595,3.482505749,3.197091872,3.558858093,2.662612663,25
Blood Queen (Shakespeareâ€™s Queens #1),4.229133994,3.498839318,3.463492923,3.702256651,2.539856601,14
Queens of the Conquest: Englandâ€™s Medieval Queens (Hardcover),4.157569376,3.486430955,3.319278747,3.627522754,2.590749204,7
William I: England's Conqueror (Kindle Edition),4.196016733,3.484911173,3.38443059,3.649640759,2.544824114,7
When a Child is Born (The Chronicles of St Mary's #2.5),4.168300182,3.49129723,3.353703336,3.592813599,2.51018466,2
La sonrisa del lobo (Kindle Edition),4.230099329,3.519693341,3.359813072,3.611385768,2.559754517,2
The Sea Road (Paperback),4.267663111,3.528079813,3.398777078,3.587736606,2.512449278,28
The Fighting Man (ebook),4.234566136,3.516447733,3.462308454,3.624205759,2.530448689,14
"The Reckoning  (Welsh Princes, #3)",4.201412755,3.442128313,3.287472133,3.594237448,2.568105334,15
The National Portrait Gallery History of the Kings and Queens of England (Hardcover),4.155579569,3.375577022,3.220383341,3.66163681,2.671770008,5
"The English: A Social History, 1066-1945 (Hardcover)",4.126936305,3.402197809,3.299706505,3.557772282,2.627901663,9
Kings  Queens of Great Britain: Every Question Answered (Paperback),4.182520536,3.505772425,3.271948631,3.652579961,2.649503345,0
"The Complete Illustrated Guide to the Kings &amp; Queens of Britain: A Magnificent and Authoritative History of the Royalty of Britain - The Rulers, Their Consorts and Families, and the Pretenders to the Throne (Paperback)",4.175913239,3.438071995,3.362149283,3.670747104,2.624596195,1
Kings and Queens: A Very Peculiar History (ebook),4.157923947,3.315348888,3.319388584,3.598849253,2.68357743,29
Macbeth: A Novel (Audible Audio),4.257218868,3.358853561,3.351477693,3.664810972,2.551398252,22
Pilgrim's War (Pilgrim's War #1),4.184071473,3.413683522,3.265659155,3.605141542,2.575848407,9
"The Sword of Shame (The Medieval Murderers, #2)",4.209603843,3.496702093,3.216118274,3.556214629,2.640805083,3
TÃ¡in BÃ³ CÃºalnge. English (Kindle Edition),4.253117429,3.50013299,3.245469138,3.517879929,2.515671766,3
Fen-wolf (Kindle Edition),4.185050163,3.230902972,3.324434193,3.50653898,2.617390228,29
A Plague of Devils (Paperback),4.190228075,3.526637724,3.386339602,3.652273701,2.52427372,14
A Domesday Tale (Paperback),4.192949074,3.570531497,3.444380345,3.605736396,2.492734567,2
Raising Royalty: 1000 Years of Royal Parenting (ebook),4.07455597,3.527426536,3.248251931,3.537781346,2.718313633,11
ÙƒØªØ§Ø¨ Ø§Ù„Ø´Ù�Ø§Ø¡ (Paperback),4.014780353,3.621791972,3.445989916,3.874482379,2.925716814,5
"Mercenaries (The Conquest Trilogy, #1)",4.170369281,3.418571576,3.287094984,3.599053971,2.650823305,9
Millennium: From Religion to Revolution: How Civilization Has Changed Over a Thousand Years (Hardcover),4.175290601,3.49807208,3.316941412,3.582224878,2.539354435,2
Peaceweaver (Paperback),4.262954684,3.444093902,3.291140707,3.603709641,2.512244399,2
Tun-Huang (Paperback),4.241948554,3.49129898,3.366288478,3.602770213,2.544784889,2
The Forest Dwellers (Paperback),4.200161917,3.522191345,3.365767326,3.634633362,2.58743123,16
"Rashi's Daughter, Secret Scholar (Paperback)",4.152010323,3.458148453,3.236940783,3.656498271,2.680525941,13
Judge Bao Volume 1: Judge Bao and the Jade Phoenix (Hardcover),4.220583473,3.397642769,3.370636025,3.58064531,2.635939863,22
The Paladin (Walter Tirel #1),4.200011175,3.441748449,3.22655799,3.556670851,2.621614015,0
Lord of Sunset (Paperback),4.217850445,3.39027864,3.275977175,3.656710597,2.643885476,26
"Blood of Ironside (The Lost King, #3)",4.264059333,3.40934452,3.46149381,3.719512941,2.558698765,1
Rachel (Rashiâ€™s Daughters #3),4.139665787,3.4378531,3.354645298,3.616986459,2.658093446,29
Miriam (Rashiâ€™s Daughters #2),4.150279178,3.45621729,3.333366944,3.612396767,2.62369423,7
Lady Macbeth's Daughter (Hardcover),4.209504822,3.458406701,3.413563501,3.723563278,2.571998777,1
"Strategos: Born in the Borderlands (Strategos, #1)",4.208736898,3.446521494,3.373055974,3.617789579,2.525819712,2
Illuminations (Hardcover),4.232198802,3.557126542,3.405167389,3.65462524,2.602337613,12
Pope Joan (Paperback),4.21880232,3.516123991,3.353708048,3.592424125,2.567777783,16
A Brief History of Chinese and Japanese Civilizations (Paperback),4.183753395,3.550979698,3.242473316,3.63596796,2.483398926,4
The Seventh Son (The Norman Conquest #4),4.173530285,3.516977662,3.350226606,3.600570818,2.602828181,7
"The Passionate Enemies (Norman Trilogy, #3)",4.143121858,3.483236033,3.26179824,3.525717343,2.641385789,9
Classical Chinese Poetry: An Anthology (Paperback),4.377363008,3.547526705,3.365433396,3.732679125,2.438729261,28
The Norman Conquest: A Very Short Introduction (Paperback),4.115145675,3.522322031,3.326779478,3.638232659,2.59434908,7
The Burning Candle: A Medieval Novel (Paperback),4.266903632,3.615621096,3.591161515,3.580828107,2.42458712,20
"The Cole Trilogy: The Physician, Shaman, and Matters of Choice (Kindle Edition)",4.124137774,3.521844214,3.238271319,3.587427004,2.637662279,0
"Circle of Stars (Circle, #2)",4.217309818,3.427759444,3.317016481,3.558264548,2.579313397,15
Gunnar's Daughter (Paperback),4.212102995,3.530116806,3.340661318,3.471772551,2.62985781,7
ØªØ§Ø±ÛŒØ® Ø¨ÛŒÙ‡Ù‚ÛŒ (Hardcover),4.256875238,3.501900481,3.183941234,3.689839747,2.583386383,18
A Tale of False Fortunes (Paperback),4.072284838,3.497360519,3.515471255,3.549610085,2.505718167,21
The Keeper of the Crystal Spring (Paperback),4.180413384,3.574726521,3.343234994,3.575927498,2.538332846,7
The King's Shadow (Paperback),4.222075555,3.455021186,3.253836093,3.688839941,2.618545437,10
Godiva (Paperback),4.186639112,3.440555419,3.320176026,3.621207971,2.627862771,26
Ø±Ø³ØªÙ… Ùˆ Ø§Ø³Ù�Ù†Ø¯ÛŒØ§Ø± Ø§Ø² Ø´Ø§Ù‡Ù†Ø§Ù…Ù‡ Ù�Ø±Ø¯ÙˆØ³ÛŒ (Paperback),4.33128303,3.796188891,3.330721812,3.521204048,2.265502993,24
A Journey to the End of the Millennium (Paperback),4.224961111,3.541437775,3.391924098,3.574296252,2.569989466,2
Siyasetname (Paperback),4.180169457,3.385373869,3.406854019,3.844480784,2.524151868,1
Jerusalem: The Biography (Hardcover),4.21083071,3.473410491,3.284936806,3.619782712,2.531603229,26
In the Shadow of the Cathedral (Paperback),4.407384317,3.572672086,3.667937618,3.922138077,2.195083784,20
Powerful Magic (Paperback),4.218084224,3.432871947,3.281630279,3.643744405,2.574093257,26
"The Spanish Pearl (Kate Vincent Adventures, #1)",4.160167464,3.415000289,3.339104158,3.623421943,2.572440481,7
Macbeth the King (Paperback),4.299366058,3.435432329,3.398843075,3.633375767,2.480488305,28
"When Christ and His Saints Slept  (Henry II and Eleanor of Aquitaine, #1)",4.237995907,3.425343718,3.265539545,3.536511542,2.556169316,0
"Mistress of the Art of Death (Mistress of the Art of Death, #1)",4.206140198,3.449918677,3.269560334,3.522965026,2.639075454,9
Lady of the English (Hardcover),4.19065161,3.530766162,3.326566617,3.545924166,2.526370195,3
"The Greatest Knight (William Marshal, #2)",4.259121576,3.513430478,3.398220096,3.614573361,2.514205743,28
"The Summer Queen (Eleanor of Aquitaine, #1)",4.273885244,3.559480588,3.2484069,3.58527797,2.537911026,3
"A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)",4.254287053,3.449777377,3.211563805,3.570687179,2.540704713,0
"The Queen's Man (Justin de Quincy, #1)",4.226212704,3.377735514,3.331352715,3.637452699,2.613716802,22
Lionheart (Plantagenets #4),4.212275214,3.480929751,3.310221747,3.624894201,2.487309817,2
Captive Queen: A Novel of Eleanor of Aquitaine (Hardcover),4.231336918,3.458722431,3.327521855,3.515845761,2.605795143,15
"One Corpse Too Many (Chronicles of Brother Cadfael, #2)",4.263593117,3.456358189,3.335368008,3.571200555,2.492325631,15
"Time and Chance (Henry II &amp; Eleanor of Aquitaine, #2)",4.155234793,3.489698122,3.218306172,3.500992458,2.637119895,9
The Letters of AbÃ©lard and HÃ©loÃ¯se (Paperback),4.199251251,3.488473449,3.316343857,3.606291598,2.507969274,2
"Devil's Brood  (Henry II &amp; Eleanor of Aquitaine, #3)",4.22053098,3.520389793,3.35162067,3.624420033,2.530834646,16
"The Serpent's Tale (Mistress of the Art of Death, #2)",4.156246652,3.412109926,3.211096594,3.554445733,2.653684524,9
The Winter Siege (Hardcover),4.211214553,3.526129479,3.367833878,3.551602911,2.52992319,2
The Leper of Saint Giles (Chronicles of Brother Cadfael #5),4.272251477,3.508571125,3.255216765,3.575841956,2.569234459,18
"A Place Beyond Courage (William Marshal, #1)",4.233163139,3.506981979,3.521377079,3.682638407,2.349710649,20
"World Without End (Kingsbridge, #2)",4.25685726,3.440917707,3.374136258,3.521783491,2.594501597,15
"The Winter Crown (Eleanor of Aquitaine, #2)",4.21841632,3.507130586,3.36566442,3.579058105,2.543865961,2
"Saint Peter's Fair (Chronicles of Brother Cadfael, #4)",4.215476206,3.47665734,3.309295671,3.593786839,2.526637693,2
"The Scarlet Lion (William Marshal, #3)",4.288273952,3.533527259,3.456141877,3.702486059,2.446731658,14
"A Murderous Procession (Mistress of the Art of Death, #4)",4.14679395,3.42686789,3.306902923,3.602403011,2.605159769,7
The Romance of Tristan and Iseult (Paperback),4.228563078,3.491650063,3.288839977,3.637481139,2.690494861,6
"Here Be Dragons (Welsh Princes, #1)",4.176983128,3.471079326,3.364276763,3.586394849,2.54178508,15
The Sanctuary Sparrow (Chronicles of Brother Cadfael #7),4.263838637,3.462178919,3.282271728,3.636525331,2.551281046,10
The Tiger Queens: The Women of Genghis Khan (Paperback),4.23947555,3.561693151,3.509170908,3.638333192,2.510675096,14
Lancelot: The Knight of the Cart (Paperback),4.194942436,3.452117965,3.28441193,3.565047811,2.586530384,26
The Conference of the Birds (Paperback),4.283424284,3.523658854,3.2861708,3.62395394,2.575165028,2
"The Courts of Love (Queens of England, #5)",4.186128747,3.45414535,3.340973293,3.616496454,2.587554433,7
The Fatal Crown (Hardcover),4.13545418,3.443977976,3.350710587,3.591653417,2.638489867,7
"Dead Man's Ransom (Chronicles of Brother Cadfael, #9)",4.17819195,3.457111798,3.32893237,3.531526539,2.565112262,15
"The Devil's Novice (Chronicles of Brother Cadfael, #8)",4.254891023,3.452760348,3.336611956,3.596583021,2.548687752,2
"An Excellent Mystery (The Cadfael Chronicles, #11)",4.260829216,3.534714916,3.265365884,3.560641249,2.518693694,2
The Hermit of Eyton Forest (Chronicles of Brother Cadfael #14),4.219583531,3.492838485,3.283096743,3.630989416,2.570005902,10
Shadows and Strongholds (FitzWarin #1),4.196025139,3.474759023,3.381735263,3.622745402,2.628214362,23
"Grave Goods (Mistress of the Art of Death, #3)",4.234576263,3.414675873,3.300261045,3.537197883,2.579621158,15
"Lords of the White Castle (FitzWarin, #2)",4.205303013,3.520276761,3.382528543,3.595192193,2.519787531,2
"Perceval, or, The Story of the Grail (Paperback)",4.209829643,3.450690646,3.20650914,3.542821612,2.641725191,18
To Be Queen: A Novel of the Early Life of Eleanor of Aquitaine (Paperback),4.333998239,3.586540771,3.230801928,3.576159666,2.526782216,3
"The Raven in the Foregate (Chronicles of Brother Cadfael, #12)",4.238743666,3.470685922,3.285968055,3.59061325,2.568525163,26
"A Rare Benedictine: The Advent of Brother Cadfael (Chronicles of Brother Cadfael, #0.5)",4.225063786,3.503167355,3.156263067,3.552455449,2.605844566,18
"The Heretic's Apprentice (Chronicles of Brother Cadfael, #16)",4.2575125,3.500478756,3.218447628,3.618699589,2.561053923,10
Eleanor of Aquitaine and the Four Kings (Paperback),4.194492783,3.500517361,3.293511936,3.61320907,2.618105215,0
Eleanor of Aquitaine: A Biography (Paperback),4.215968641,3.492248375,3.31322367,3.609558241,2.60129399,26
"The Running Vixen (Ravenstow Trilogy, #2)",4.193658672,3.424896435,3.308728663,3.538631915,2.586663744,15
Eleanor the Queen (Paperback),4.2367319,3.469327961,3.275164133,3.655284624,2.6220147,26
"The Rose Rent (Chronicles of Brother Cadfael, #13)",4.22351504,3.552470977,3.423224864,3.60156056,2.523528326,2
"The Potter's Field (Chronicles of Brother Cadfael, #17)",4.21530099,3.542672189,3.290379616,3.613480933,2.546210846,3
"The Confession of Brother Haluin (Chronicles of Brother Cadfael, #15)",4.295594987,3.436819535,3.286044508,3.63307072,2.52495882,2
"Brother Cadfael's Penance  (Chronicles of Brother Cadfael, #20)",4.232665987,3.482506376,3.265200436,3.559569042,2.629951284,3
The Love Knot (Paperback),4.182546921,3.477777997,3.371031564,3.559912515,2.588375019,7
Arthurian Romances (Paperback),4.205460473,3.479348004,3.251427155,3.577785973,2.571807194,0
"The Autumn Throne (Eleanor of Aquitaine, #3)",4.194187264,3.487697113,3.324814043,3.571629321,2.557765478,2
"Season of the Raven (Servant of the Crown Mystery, #1)",4.182583118,3.372414769,3.307562488,3.480136707,2.575890631,9
"The Good Knight (Gareth &amp; Gwen Medieval Mysteries, #1)",4.16851578,3.385125109,3.232974866,3.547383036,2.660831377,9
"The Heart of the Lion (Plantagenet Saga, #3)",4.197361467,3.443182334,3.316442357,3.602588035,2.540778752,15
"The Revolt of the Eaglets (Plantagenet Saga, #2)",4.188843822,3.427306721,3.272653742,3.576113975,2.61220253,9
Queen Defiant (Paperback),4.25911252,3.481182936,3.245859617,3.588285419,2.645220636,18
"A Mortal Bane (Magdalene La Batarde, #1)",4.184668696,3.419744003,3.325081656,3.542642807,2.578984897,15
"The Pilgrim of Hate (Chronicles of Brother Cadfael, #10)",4.266546984,3.547212116,3.187902288,3.531823894,2.602252869,3
"Cruel as the Grave (Justin de Quincy, #2)",4.196822671,3.434291011,3.307501421,3.612322111,2.628723613,26
"The Road to Jerusalem (The Knight Templar, #1)",4.119791985,3.443802364,3.277598148,3.56677938,2.603458736,9
"The Plantagenet Prelude (Plantagenet Saga, #1)",4.21264199,3.44721934,3.198274855,3.535534403,2.683590912,9
A Single Shard (Paperback),4.30231686,3.475055778,3.383191922,3.646604851,2.598068364,2
The Sharp Hook of Love: A Novel of Heloise and Abelard (Paperback),4.250610133,3.532028712,3.489494057,3.641219468,2.600452507,12
Poema de mio Cid (Paperback),4.190657434,3.458433954,3.277033247,3.631450822,2.570336225,0
"The Canterbury Papers  (Alais Capet, #1)",4.183681171,3.42673326,3.276386146,3.578005224,2.603898365,9
"The Wedding (Lairds' FiancÃ©es, #2)",4.218607441,3.438203152,3.396774845,3.660798035,2.711463998,23
