ID,Title,OPN,CON,EXT,AGR,NEU,Clusters,,,,,
13344,Abel's Island (Paperback),4.170711649,3.457058882,3.285011245,3.635649844,2.576348353, ,,,,,
13345,"Escape From the Forest (Warriors Manga: Tigerstar &amp; Sasha, #2)",4.150581042,3.510721557,3.297522348,3.637096736,2.61829602, ,,,,,
13346,"Into the Woods (Warriors Manga: Tigerstar &amp; Sasha, #1)",4.196502708,3.462756137,3.28251229,3.697140488,2.627198271, ,,,,,
13347,"The Heir of Mistmantle (The Mistmantle Chronicles, #3)",4.165409046,3.392104606,3.310771643,3.658408236,2.66198585, ,,,,,
13348,"Piper at the Gate (Heavenly Horse, #2)",4.19362056,3.485112034,3.273360502,3.686546417,2.684517116, ,,,,,
13349,The Story of Babar (Hardcover),4.140694141,3.36621977,3.284944958,3.555690421,2.661359605, ,,,,,
13350,The Great Redwall Feast (Paperback),4.221858973,3.45730165,3.180556999,3.632463736,2.645529547, ,,,,,
13351,A Redwall Winter's Tale (Paperback),4.182445955,3.476283081,3.228215039,3.634237889,2.659031417, ,,,,,
13352,Justin Morgan Had a Horse (Hardcover),4.167822986,3.495647363,3.228041949,3.614133221,2.717096021, ,,,,,
13353,"Misty's Twilight (Misty, #4)",4.113471214,3.489952071,3.393503252,3.58922266,2.680429068, ,,,,,
13354,Black Gold (Paperback),4.111514697,3.504526073,3.253327185,3.570960766,2.669313281, ,,,,,
13355,Silver Brumby Kingdom (Paperback),4.311694225,3.493842713,3.507341405,3.808233883,2.489253377, ,,,,,
13356,Moon Filly (Paperback),4.266610971,3.422714784,3.32442217,3.664351321,2.734114493, ,,,,,
13357,Silver Brumbies of the South (Hardcover),4.119092497,3.449809422,3.325356565,3.74897289,2.75440433, ,,,,,
13358,Silver Brumby's Daughter (Paperback),4.160814392,3.428947617,3.206805274,3.672093028,2.709725323, ,,,,,
13359,The Water Horse (Paperback),4.174607533,3.466972443,3.279354884,3.719480898,2.718126299, ,,,,,
13360,Born to Trot (Paperback),4.174412144,3.495838994,3.28712601,3.604164886,2.666208289, ,,,,,
13361,Racso and the Rats of NIMH (Paperback),4.146810878,3.403532115,3.28320986,3.63731488,2.643978007, ,,,,,
13362,"R-T, Margaret, and the Rats of NIMH (Paperback)",4.230632726,3.450051469,3.29693852,3.666676111,2.663411917, ,,,,,
13363,"Frightful's Mountain (Mountain, #3)",4.164397844,3.431457573,3.288620929,3.565626942,2.723039855, ,,,,,
13364,"The Starlight Barking (The Hundred and One Dalmatians, #2)",4.203198483,3.381138799,3.319217819,3.671958442,2.666610667, ,,,,,
13365,"Shiloh Season (Shiloh, #2)",4.151400554,3.33389193,3.300258735,3.762278866,2.803784301, ,,,,,
13366,Because of the Rabbit (Hardcover),4.173201324,3.560503948,3.433555091,3.716348221,2.592468749, ,,,,,
13367,Mercy Watson Fights Crime (Hardcover),4.137499595,3.460137358,3.235345589,3.726887694,2.701990501, ,,,,,
13368,Saving Winslow (ebook),4.223213098,3.441774479,3.365033946,3.633464764,2.615933421, ,,,,,
13369,The Tough Winter (Hardcover),4.220633773,3.402991591,3.346679866,3.755072399,2.645909064, ,,,,,
13370,"The Heart of a Warrior (Warriors Manga: Ravenpaw's Path, #3)",4.175990037,3.38732667,3.289422143,3.686740505,2.671341445, ,,,,,
13371,"Wonderful Alexander and the Catwings (Catwings, #3)",4.190121834,3.459207945,3.243412251,3.678616733,2.707368609, ,,,,,
13372,The Adventures of Buster Bear (Paperback),4.111254466,3.367493635,3.143101512,3.574733936,2.842130594, ,,,,,
13373,"Code of Honor (Bravelands, #2)",4.179061885,3.426783997,3.328474872,3.626755493,2.657007017, ,,,,,
13374,"Barsk: The Elephants' Graveyard (Barsk, #1)",4.226790528,3.41026065,3.341186919,3.556620182,2.568231939, ,,,,,
13375,In the Grip of Winter (Paperback),4.17803611,3.368504827,3.211393664,3.564660034,2.671342929, ,,,,,
13376,Fox's Feud (Hardcover),4.219943559,3.395743254,3.15545864,3.638635476,2.655685972, ,,,,,
13377,"River of Fire (Warriors: A Vision of Shadows, #5)",4.1491336,3.374369347,3.322387405,3.642683247,2.677814272, ,,,,,
13378,Baree: The Story of a Wolf-Dog (Paperback),4.163552133,3.453286126,3.374969154,3.67957652,2.777762892, ,,,,,
13379,Run With the Wind (Run Wild #1),4.171237755,3.372201135,3.229554829,3.745116959,2.809987671, ,,,,,
13380,"Tigerheart's Shadow (Warriors Super Edition, #10)",4.160208576,3.459651624,3.323773181,3.675489589,2.672208513, ,,,,,
13381,"Darkest Night (Warriors: A Vision of Shadows, #4)",4.156747321,3.447231283,3.32970889,3.674574018,2.654674603, ,,,,,
13382,One Amazing Elephant (ebook),4.163694134,3.516151582,3.382419176,3.747155482,2.536145676, ,,,,,
13383,"A Boy Called Bat (A Boy Called Bat, #1)",4.231336591,3.504120849,3.206815603,3.700029435,2.698170694, ,,,,,
13384,"Bonita (Spirit of the West, #1)",4.138302833,3.475642988,3.233746735,3.674011899,2.624262553, ,,,,,
13385,"The Green Ember (The Green Ember, #1)",4.175415111,3.426912219,3.28220412,3.639146979,2.67528699, ,,,,,
13386,"Urchin and the Rage Tide (The Mistmantle Chronicles, #5)",4.156765761,3.390173819,3.226991326,3.710290294,2.694869556, ,,,,,
13387,"Le Lion (Love, #3)",4.250461242,3.430757321,3.297925738,3.593460879,2.673145141, ,,,,,
13388,Lucy (Hardcover),4.197350943,3.612763502,3.318745769,3.65835949,2.699291898, ,,,,,
13389,FukuFuku: Kitten Tales 1 (Paperback),4.100411911,3.610461981,3.430615263,3.598125644,2.529895148, ,,,,,
13390,"Darkstalker (Wings of Fire: Legends, #1)",4.155826541,3.386473466,3.344167307,3.664762149,2.718429082, ,,,,,
13391,Moo (ebook),4.243899757,3.507235525,3.375349465,3.70328721,2.563262911, ,,,,,
13392,Some Kind of Courage (Hardcover),4.18638285,3.492129629,3.3361067,3.667857151,2.679600733, ,,,,,
13393,Ellie's Story (A Dog's Purpose Puppy Tales),4.096499731,3.465193648,3.237225893,3.681165535,2.762685543, ,,,,,
13394,The Redwall Cookbook (Paperback),4.181988614,3.484082604,3.24434419,3.651453616,2.609850342, ,,,,,
13395,Spill Simmer Falter Wither (Paperback),4.22943549,3.475685493,3.489595672,3.631521784,2.526085428, ,,,,,
13396,A Handful of Stars (ebook),4.212064627,3.625197393,3.440749143,3.746266554,2.601670563, ,,,,,
13397,The Young Black Stallion (Black Stallion),4.125231761,3.45927289,3.299199139,3.67734688,2.683084055, ,,,,,
13398,The Scroungers--Plight of the Hidden (Paperback),4.216630731,3.363967712,3.254419508,3.626700696,2.909863989, ,,,,,
13399,"Path of Stars (Warriors: Dawn of the Clans, #6)",4.184059111,3.377423652,3.284860354,3.654367844,2.68082657, ,,,,,
13400,"Mouse Guard: Winter 1152 (Mouse Guard, #2)",4.265339984,3.456285458,3.262175587,3.616626005,2.599971531, ,,,,,
13401,Redwall Friend and Foe: The Guide to Redwall's Heroes and Villains (Paperback),4.185437292,3.28268441,3.331057563,3.539768181,2.673674844, ,,,,,
13402,Saving Zasha (Zasha #2),4.205916435,3.602419152,3.289451121,3.619159309,2.652077889, ,,,,,
13403,The Fox Cub Bold (Paperback),4.213001972,3.372358495,3.24468922,3.637632945,2.664860313, ,,,,,
13404,Catfantastic: Nine Lives and Fifteen Tales (Paperback),4.239140043,3.577622585,3.113327443,3.539074025,2.659409718, ,,,,,
13405,"Storm of Dogs (Survivors, #6)",4.193211393,3.402168449,3.322418308,3.726438097,2.662495426, ,,,,,
13406,National Velvet (Paperback),4.153491034,3.472240105,3.39841407,3.672259628,2.724934479, ,,,,,
13407,Last of the Curlews (Paperback),4.18106011,3.488133873,3.27364829,3.558758979,2.647412255, ,,,,,
13408,"The Silver Tide (Woodstock Saga, #1)",4.211817848,3.344003777,3.249554969,3.673708503,2.624061415, ,,,,,
13409,Nezumi's Children (Kindle Edition),0,0,0,0,0, ,,,,,
13410,"Silverhair (Mammoth, #1)",4.201116595,3.421707726,3.246704909,3.581091216,2.662770413, ,,,,,
13411,Chimps Don't Wear Glasses (Paperback),4.158879575,3.468741286,3.145392202,3.626210567,2.69991429, ,,,,,
13412,Roverandom (Paperback),4.19302783,3.459896588,3.338678211,3.586453746,2.728273257, ,,,,,
13413,Lord and Lady Bunny â€” Almost Royalty! (The Bunny's #2),4.112681533,3.427252286,3.376612588,3.611778485,2.670141946, ,,,,,
13414,The Stonor Eagles (Paperback),4.247180949,3.463896234,3.324589237,3.719381019,2.587221366, ,,,,,
13415,"The Vanishing (The Last Dogs, #1)",4.196554255,3.344256286,3.278124682,3.699274954,2.701936013, ,,,,,
13416,"I, Houdini (Paperback)",4.197560138,3.334134558,3.198146698,3.69966167,2.721868811, ,,,,,
13417,Threatened (Ape Quartet #2),4.180573131,3.506686031,3.369164692,3.641458997,2.625162758, ,,,,,
13418,The Rise of a Legend (Guardians of Ga'Hoole #16),4.149179604,3.47549427,3.31404272,3.607626937,2.65587503, ,,,,,
13419,"Ralph S. Mouse (Ralph S. Mouse, #3)",4.130617219,3.423351647,3.253826089,3.673757252,2.695043886, ,,,,,
13420,The Butterfly Lion (Hardcover),4.224662331,3.549719759,3.336402563,3.642945929,2.626657695, ,,,,,
13421,White Fur Flying (Hardcover),4.207411789,3.458896372,3.347715074,3.661908553,2.70174847, ,,,,,
13422,"Hey, Little Ant (Hardcover)",4.278327462,3.407931081,3.33019321,3.682616512,2.665056408, ,,,,,
13423,Marley and Me: Life and Love With the World's Worst Dog (Hardcover),4.08324649,3.454045991,3.409981924,3.616553734,2.755450138, ,,,,,
13424,"All Creatures Great and Small (All Creatures Great and Small, #1)",4.157203612,3.412384234,3.167477242,3.65251466,2.713137794, ,,,,,
13425,Dewey: The Small-Town Library Cat Who Touched the World (Hardcover),4.169556156,3.532184525,3.396131492,3.708574778,2.512542908, ,,,,,
13426,All Things Bright and Beautiful (All Creatures Great and Small),4.183745912,3.401815979,3.154812083,3.601557654,2.719278366, ,,,,,
13427,The Soul of an Octopus: A Surprising Exploration Into the Wonder of Consciousness (Hardcover),4.256705199,3.566248278,3.362425455,3.659680891,2.551599336, ,,,,,
13428,All Things Wise and Wonderful (Paperback),4.200235696,3.479016358,3.205675843,3.639098353,2.671377994, ,,,,,
13429,Wesley the Owl: The Remarkable Love Story of an Owl and His Girl (Hardcover),4.216036039,3.556339978,3.409023702,3.672052421,2.630753512, ,,,,,
13430,The Lord God Made Them All (Paperback),4.16431041,3.435597399,3.155526837,3.631516855,2.738844705, ,,,,,
13431,A Sick Day for Amos McGee (Hardcover),4.122081569,3.560300744,3.321564867,3.680929902,2.689909682, ,,,,,
13432,"My Family and Other Animals (Corfu Trilogy, #1)",4.217771578,3.474407187,3.262358729,3.723431987,2.640319796, ,,,,,
13433,"Born Free: A Lioness of Two Worlds (Story of Elsa, #1)",4.297888698,3.498790073,3.330121806,3.629380714,2.694017441, ,,,,,
13434,When Elephants Weep: The Emotional Lives of Animals (Paperback),4.189586459,3.50253475,3.165426828,3.561172531,2.771758993, ,,,,,
13435,"Polar Bear, Polar Bear, What Do You Hear? (Hardcover)",4.125429505,3.44145496,3.17151205,3.624543904,2.80803959, ,,,,,
13436,Never Cry Wolf: The Amazing True Story of Life Among Arctic Wolves (Paperback),4.213285757,3.44320206,3.307132464,3.619829649,2.642419336, ,,,,,
13437,The Lion and the Mouse (Hardcover),4.178090218,3.414315435,3.145511603,3.518087356,2.731684018, ,,,,,
13438,"Every Living Thing  (All Creatures Great and Small, #5)",4.179202617,3.451158005,3.261187659,3.666818538,2.636287588, ,,,,,
13439,"Inside of a Dog: What Dogs See, Smell, and Know (Hardcover)",4.200009805,3.498823602,3.337492223,3.642456756,2.708585195, ,,,,,
13440,"Tell Me Where It Hurts: A Day of Humor, Healing and Hope in My Life As an Animal Surgeon (Hardcover)",4.11294316,3.449582929,3.282199174,3.606981525,2.653543244, ,,,,,
13441,Unlikely Friendships : 47 Remarkable Stories from the Animal Kingdom (Paperback),4.141806938,3.474588549,3.201739745,3.691182912,2.748812849, ,,,,,
13442,Oogy: The Dog Only a Family Could Love (Hardcover),4.187502103,3.493290608,3.482306627,3.687749915,2.718989016, ,,,,,
13443,The Horse Whisperer (Paperback),4.155782412,3.464705203,3.386161217,3.708899919,2.620522467, ,,,,,
13444,Owl Babies (Unknown Binding),4.189224712,3.41932996,3.34374257,3.626094868,2.798509719, ,,,,,
13445,Beyond Words: What Animals Think and Feel (Hardcover),4.191492909,3.474084186,3.209942047,3.58471707,2.711153562, ,,,,,
13446,Making Rounds with Oscar: The Extraordinary Gift of an Ordinary Cat (Hardcover),4.207553696,3.632564452,3.339393514,3.704666813,2.644746111, ,,,,,
13447,Animal Wise: The Thoughts and Emotions of Our Fellow Creatures (Hardcover),4.143130461,3.469242907,3.161230403,3.543137244,2.70880229, ,,,,,
13448,Squirrel Seeks Chipmunk: A Modest Bestiary (Hardcover),4.140785256,3.452119005,3.110627008,3.623447748,2.725275035, ,,,,,
13449,A Ball for Daisy (Hardcover),4.00471475,3.367410029,3.157022164,3.540104544,2.868761009, ,,,,,
13450,Last Chance to See (Paperback),4.141211911,3.468418672,3.289595244,3.53427095,2.626437252, ,,,,,
13451,A Lion Called Christian: The True Story of the Remarkable Bond Between Two Friends and a Lion (Hardcover),4.126661357,3.454227543,3.24345645,3.581972282,2.700430604, ,,,,,
13452,Ape House (Hardcover),4.086833747,3.435323135,3.195595122,3.599444682,2.67824559, ,,,,,
13453,Modoc: The True Story of the Greatest Elephant That Ever Lived (Paperback),4.168428916,3.439756789,3.331436031,3.71076865,2.68459607, ,,,,,
13454,James Herriot's Dog Stories (Paperback),4.203122464,3.442873603,3.146391125,3.703029142,2.748437354, ,,,,,
13455,From Head to Toe (Paperback),4.140793434,3.489510993,3.172594908,3.591023887,2.754376577, ,,,,,
13456,"Some We Love, Some We Hate, Some We Eat: Why It's So Hard to Think Straight About Animals (Hardcover)",4.099668381,3.497808654,3.247229929,3.578320123,2.643475832, ,,,,,
13457,"City Dog, Country Frog (Hardcover)",4.142575725,3.471559318,3.201139193,3.636984344,2.813751397, ,,,,,
13458,The Lost Dogs: Michael Vick's Dogs and Their Tale of Rescue and Redemption (Hardcover),4.226876305,3.385376088,3.370499381,3.763748291,2.674517383, ,,,,,
13459,"From Baghdad, With Love: A Marine, the War, and a Dog Named Lava (Lava #1)",4.104735755,3.504273486,3.286165418,3.507196866,2.6330304, ,,,,,
13460,James Herriot's Cat Stories (Hardcover),4.197498706,3.488198221,3.045371773,3.655863872,2.72762266, ,,,,,
13461,My Friend Rabbit (Paperback),4.201886989,3.480860764,3.197642937,3.64146665,2.725389517, ,,,,,
13462,The Other End of the Leash: Why We Do What We Do Around Dogs (Paperback),4.169004671,3.432273967,3.310993682,3.614034637,2.774379331, ,,,,,
13463,"The Emotional Lives of Animals: A Leading Scientist Explores Animal Joy, Sorrow, and Empathy - and Why They Matter (Hardcover)",4.143331107,3.50900667,3.161380332,3.567373382,2.787234669, ,,,,,
13464,The Cat Who Came for Christmas (Compleat Cat #1),4.146190923,3.564139531,3.23261086,3.594064735,2.602284745, ,,,,,
13465,Scent of the Missing: Love and Partnership with a Search-and-Rescue Dog (Hardcover),4.11065471,3.539606249,3.301928291,3.697747223,2.558795634, ,,,,,
13466,A Big Little Life:  A Memoir of a Joyful Dog (Hardcover),4.1788801,3.556835775,3.414822165,3.589129877,2.773948881, ,,,,,
13467,Cat Sense: How the New Feline Science Can Make You a Better Friend to Your Pet (Hardcover),4.179347767,3.564452125,3.139462482,3.652146582,2.621860511, ,,,,,
13468,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness (Hardcover)",4.302412125,3.476019332,3.287166339,3.597076716,2.532379005, ,,,,,
13469,The Sixth Extinction: An Unnatural History (Hardcover),4.199397791,3.50140956,3.316282041,3.485181526,2.520443031, ,,,,,
13470,The Sound of a Wild Snail Eating (Hardcover),4.22710579,3.544748036,3.378878038,3.715219144,2.551966034, ,,,,,
13471,The Gruffalo (Paperback),4.206964424,3.327904647,3.077469799,3.590774528,2.75445154, ,,,,,
13472,We Bought a Zoo (Hardcover),4.074180679,3.508282681,3.381232739,3.805060325,2.569234972, ,,,,,
13473,"Love That Dog (Jack, #1)",4.2210988,3.4199974,3.291627338,3.707253247,2.734295581, ,,,,,
13474,The Poky Little Puppy (Hardcover),4.090951999,3.455590908,3.394504044,3.67922315,2.720181228, ,,,,,
13475,Cleo: How an Uppity Cat Helped Heal a Family (Paperback),4.186412989,3.558977412,3.288814779,3.592223452,2.695500328, ,,,,,
13476,Animalia (Hardcover),4.119496629,3.417602046,3.198528753,3.707942725,2.666618479, ,,,,,
13477,"Beneath the Surface: Killer Whales, SeaWorld, and the Truth Beyond Blackfish (Hardcover)",4.173819046,3.51261269,3.374359605,3.700874538,2.514026462, ,,,,,
13478,Guess How Much I Love You (Board book),4.194761737,3.435914617,3.395014463,3.653843047,2.781030472, ,,,,,
13479,Babylon's Ark: The Incredible Wartime Rescue of the Baghdad Zoo (Hardcover),4.09106986,3.588824374,3.360123562,3.621321683,2.625894195, ,,,,,
13480,Is Your Mama a Llama? (Board Book),4.157307756,3.464071823,3.187931665,3.685509045,2.811999574, ,,,,,
13481,"Thunder Dog: The True Story of a Blind Man, His Guide Dog, and the Triumph of Trust at Ground Zero (Hardcover)",4.245844164,3.516618843,3.388330622,3.623452819,2.551679377, ,,,,,
13482,Zoo Story: Life in the Garden of Captives (Hardcover),4.120772834,3.574529661,3.321829309,3.715224541,2.582004466, ,,,,,
13483,American Wolf (Paperback),4.186909734,3.389440681,3.276679085,3.579489125,2.644869953, ,,,,,
13484,Enslaved by Ducks (Paperback),4.126650528,3.472095834,3.293345301,3.679373326,2.651440906, ,,,,,
13485,Mind of the Raven: Investigations and Adventures with Wolf-Birds (Paperback),4.205556014,3.463387735,3.242045937,3.581543049,2.66513144, ,,,,,
13486,"Following Atticus: Forty-Eight High Peaks, One Little Dog, and an Extraordinary Friendship (Hardcover)",4.187873467,3.421041981,3.393561809,3.670721646,2.596534668, ,,,,,
13487,The Animal Dialogues: Uncommon Encounters in the Wild (Hardcover),4.160673415,3.527126415,3.196218546,3.70082212,2.656001, ,,,,,
13488,Wolf in the Snow (Hardcover),4.148750879,3.472114289,3.39186378,3.712683294,2.678641756, ,,,,,
13489,Alex &amp; Me: How a Scientist and a Parrot Discovered a Hidden World of Animal Intelligenceâ€”and Formed a Deep Bond in the Process (Hardcover),4.113897441,3.616325346,3.177765293,3.585198362,2.650627015, ,,,,,
13490,The Tiger: A True Story of Vengeance and Survival (Hardcover),4.182522716,3.586664313,3.427602871,3.501630195,2.485852363, ,,,,,
13491,"Wild Born (Spirit Animals, #1)",4.210455014,3.374032981,3.283282015,3.660341755,2.716488585, ,,,,,
13492,The Cat Who Went to Paris (Paperback),4.193203537,3.581324904,3.334021732,3.691176819,2.581068327, ,,,,,
13493,Z Is for Moose (Hardcover),4.176653803,3.49112891,3.259078488,3.702255732,2.71425321, ,,,,,
13494,The Rhino with Glue-On Shoes: And Other Surprising True Stories of Zoo Vets and their Patients (Hardcover),4.144901886,3.540968685,3.209362606,3.613958243,2.657762171, ,,,,,
13495,A Perfect Day (Hardcover),4.184802592,3.571291077,3.33073562,3.654460061,2.765043264, ,,,,,
13496,Amazing Gracie: A Dog's Tale (Paperback),4.124709773,3.489408036,3.384965676,3.673153123,2.677360632, ,,,,,
13497,"Go, Dog. Go! (Hardcover)",4.183806527,3.411815076,3.283147105,3.676839201,2.730014712, ,,,,,
13498,"A Dog Year: Twelve Months, Four Dogs, and Me (Paperback)",4.174422367,3.512422756,3.452758619,3.639885402,2.676871825, ,,,,,
13499,"Lost &amp; Found (Rocky Pelligrino, #1)",4.143763691,3.473548593,3.345646582,3.623412392,2.68986814, ,,,,,
13500,Voices in the Ocean: A Journey into the Wild and Haunting World of Dolphins (Hardcover),4.221563181,3.435193537,3.438684651,3.516945895,2.701833645, ,,,,,
13501,My Heart Is Like a Zoo (Hardcover),4.164477958,3.534000536,3.287809262,3.640844475,2.702076892, ,,,,,
13502,Winter World: The Ingenuity of Animal Survival (Paperback),4.171528838,3.48846016,3.253187833,3.61040274,2.549452005, ,,,,,
13503,Over and Under the Snow (Hardcover),4.217714857,3.501163748,3.289625693,3.694611884,2.57762179, ,,,,,
13504,The Mixed-Up Chameleon (Board Book),4.167740559,3.535946289,3.312338039,3.651513942,2.661951496, ,,,,,
13505,"Giggle, Giggle, Quack (Paperback)",4.131571187,3.395438436,3.206949809,3.6055208,2.712780175, ,,,,,
13506,Owen and Mzee: The True Story of a Remarkable Friendship (Hardcover),4.099290631,3.544545173,3.316075138,3.640397518,2.692328289, ,,,,,
13507,How Dogs Love Us: A Neuroscientist and His Adopted Dog Decode the Canine Brain (Hardcover),4.162347095,3.461664636,3.268869801,3.692053966,2.673739466, ,,,,,
13508,Flora and the Flamingo (Hardcover),4.123935174,3.486180675,3.250717845,3.649395567,2.771632522, ,,,,,
13509,The World According to Bob: The Further Adventures of One Man and His Street-wise Cat (Paperback),4.239085619,3.535983586,3.330123412,3.650869748,2.703606745, ,,,,,
13510,Hooray for Hat! (Hardcover),4.121989568,3.333900552,3.226865375,3.65177527,2.686476427, ,,,,,
13511,This Moose Belongs to Me (Hardcover),4.242601853,3.467269642,3.299906211,3.648399233,2.636115327, ,,,,,
13512,One Cool Friend (Hardcover),4.204695799,3.418307882,3.043915269,3.604452213,2.708455055, ,,,,,
13513,"The Inner Life of Animals: Love, Grief, and Compassion: Surprising Observations of a Hidden World (Audio CD)",4.189010973,3.491639668,3.214806823,3.534262287,2.68065134, ,,,,,
13514,Elephant Company: The Inspiring Story of an Unlikely Hero and the Animals Who Helped Him Save Lives in World War II (Hardcover),4.133908984,3.50412507,3.256284966,3.580056098,2.571123968, ,,,,,
13515,The Man Who Listens to Horses (Paperback),4.243824291,3.487313515,3.42897849,3.636712995,2.555683815, ,,,,,
13516,"Oh, No! (Hardcover)",4.160327292,3.519678468,3.179045311,3.632390403,2.664463661, ,,,,,
13517,"Ginger Pye (The Pyes, #1)",4.124445384,3.401731616,3.193378972,3.561179939,2.823411635, ,,,,,
13518,Mama's Last Hug: Animal Emotions and What They Tell Us about Ourselves (Hardcover),4.221598354,3.527101872,3.309113096,3.521600657,2.687369634, ,,,,,
13519,That Is Not a Good Idea! (Hardcover),4.119091482,3.534046467,3.273894874,3.699510796,2.559744987, ,,,,,
13520,The Lion in the Living Room: How House Cats Tamed Us and Took Over the World (Hardcover),4.204486917,3.591912039,3.213761395,3.659907526,2.569764377, ,,,,,
13521,A Boy and a Jaguar (Hardcover),4.19109331,3.563844124,3.296859333,3.602579896,2.663671952, ,,,,,
13522,"The Daily Coyote: Story of Love, Survival, and Trust In the Wilds of Wyoming (Hardcover)",4.269630675,3.551525589,3.445439136,3.728979339,2.556383102, ,,,,,
13523,"Please, Mr. Panda (Hardcover)",4.031654799,3.32472061,3.333276685,3.469474485,2.644543953, ,,,,,
13524,"A Greyhound, A Groundhog (Perma-Bound)",4.232743506,3.436999591,3.117393329,3.655388665,2.697689266, ,,,,,
13525,"A Hungry Lion, or A Dwindling Assortment of Animals (Hardcover)",4.166706612,3.44152548,3.098868984,3.629933897,2.689347663, ,,,,,
13526,"Cat Daddy: What the World's Most Incorrigible Cat Taught Me About Life, Love, and Coming Clean (Hardcover)",4.122476841,3.428869071,3.328578479,3.614730993,2.694159428, ,,,,,
13527,You Had Me at Woof: How Dogs Taught Me the Secrets of Happiness (Hardcover),4.187180932,3.479775995,3.34264375,3.689371085,2.704201138, ,,,,,
13528,"The Wolf, the Duck, and the Mouse (Hardcover)",4.225487485,3.399576546,3.231257774,3.580333331,2.597002708, ,,,,,
13529,"My Side of the Mountain (Mountain, #1)",4.226319536,3.455467757,3.356751339,3.740433264,2.640073591, ,,,,,
13530,The Dog Who Rescues Cats: True Story of Ginny (Paperback),4.178310714,3.499494169,3.183600725,3.702536575,2.848254559, ,,,,,
13531,Chomp (Kindle Edition),4.056404242,3.455895785,3.244496804,3.680415602,2.675716443, ,,,,,
13532,Mouse Paint (Board Book),4.241934661,3.669915722,3.326603162,3.622433009,2.634824018, ,,,,,
13533,"Moo, Baa, La La La! (Hardcover)",4.190121938,3.400121157,3.323366971,3.697849813,2.713629574, ,,,,,
13534,"We are in a Book! (Elephant &amp; Piggie, #13)",4.146367382,3.407405591,3.274661324,3.701783816,2.703814523, ,,,,,
13535,It Shouldn't Happen to a Vet (Paperback),4.131637886,3.417090416,3.241107027,3.662199936,2.704435224, ,,,,,
13536,"Animal Madness: How Anxious Dogs, Compulsive Parrots, and Elephants in Recovery Help Us Understand Ourselves (Hardcover)",4.127522421,3.558483488,3.182938296,3.581818473,2.72032108, ,,,,,
13537,The Perfect Horse: the Daring U.S. Mission to Rescue the Priceless Stallions Kidnapped by the Nazis (Hardcover),4.120958932,3.48875206,3.362548957,3.567165619,2.571915253, ,,,,,
13538,The Pig Who Sang to the Moon: The Emotional World of Farm Animals (Paperback),4.175312594,3.475543416,3.213140841,3.532785205,2.66166985, ,,,,,
13539,If You Plant a Seed (Hardcover),4.215481119,3.493563922,3.357448211,3.637700552,2.606668877, ,,,,,
13540,The Duckling Gets a Cookie!? (Pigeon series),4.136736011,3.462973107,3.233644398,3.63017049,2.6790752, ,,,,,
13541,The Bear Ate Your Sandwich (Hardcover),4.135660175,3.444544676,3.300950199,3.631801337,2.71587494, ,,,,,
13542,Sleep Like a Tiger (Hardcover),4.175860643,3.430189625,3.307481392,3.620710343,2.777030729, ,,,,,
13543,Zoo (Zoo #1),4.160051348,3.35999276,3.227054416,3.618933402,2.732195314, ,,,,,
13544,Rin Tin Tin: The Life and the Legend (Hardcover),4.120081809,3.566062562,3.373282948,3.608812341,2.666142372, ,,,,,
13545,Quick as a Cricket (Hardcover),4.191404673,3.519839334,3.18257369,3.651052999,2.768542631, ,,,,,
13546,Penguin Problems (Hardcover),4.15327127,3.387080386,3.157687871,3.581251556,2.661196982, ,,,,,
13547,"Lost and Found (The Boy, #2)",4.177548984,3.53579995,3.197344905,3.5638401,2.740482876, ,,,,,
13548,Actual Size (Hardcover),4.068978291,3.468933244,3.087751696,3.602234742,2.73942898, ,,,,,
13549,A Dog's Way Home (Hardcover),4.172870203,3.505376166,3.370042468,3.674824445,2.710895605, ,,,,,
13550,I Don't Want to Be a Frog (Hardcover),4.137924818,3.435991269,3.223630662,3.5222285,2.786205816, ,,,,,
13551,A Little Book of Sloth (Hardcover),4.089960173,3.444977897,3.360554728,3.704530178,2.681697269, ,,,,,
13552,The Hidden Life of Dogs (Paperback),4.217133735,3.441144339,3.323349404,3.683957462,2.718412925, ,,,,,
13553,Giant Squid (Hardcover),4.210873088,3.448506258,3.215423147,3.680742935,2.65069853, ,,,,,
13554,Carnivores (Hardcover),4.128141864,3.425381225,3.240071003,3.630682065,2.666660762, ,,,,,
13555,Zoobiquity: The Astonishing Connection Between Human and Animal Health (Paperback),4.126835444,3.551086871,3.319741516,3.602803321,2.600476448, ,,,,,
13556,Death at SeaWorld: Shamu and the Dark Side of Killer Whales in Captivity (Hardcover),4.185164263,3.495606317,3.3528949,3.619386901,2.548835892, ,,,,,
13557,The Cow Loves Cookies (Hardcover),4.138691275,3.444223153,3.247876343,3.622369583,2.678741404, ,,,,,
13558,"Thereby Hangs a Tail (A Chet and Bernie Mystery, #2)",4.13990659,3.484374561,3.323270446,3.614037405,2.688800542, ,,,,,
13559,Bear Has a Story to Tell (Hardcover),4.072258928,3.454741183,3.281271982,3.558852578,2.859374713, ,,,,,
13560,Wild About Books (Hardcover),4.081291271,3.522744383,3.198195315,3.713667368,2.72875232, ,,,,,
13561,The Dogs of Babel (Paperback),4.172934995,3.486000262,3.358466773,3.59977361,2.661899095, ,,,,,
